;class;message;stemmed;not_stemmed
5348;ham;Do I? I thought I put it back in the box;thought put back box;do i i thought i put it back in the box
5349;ham;I'm home...;home;i m home
5350;ham;No one interested. May be some business plan.;one interest may busi plan;no one interested may be some business plan
5351;ham;Yup it's at paragon... I havent decided whether 2 cut yet... Hee...;yup paragon decid whether number cut yet;yup it s at paragon i haven't decided whether number cut yet he
5352;ham;Good morning princess! Have a great day!;good morn princess great day;good morning princess have a great day
5353;ham;Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...;guan seen naughti free today go jog;guan i she had seen him when he s naughty i so free today can go jogging
5354;ham;Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.;co sum neva repli wait number repli lar tot finish ur lab wat;any cos i sums i then i neva reply so i wait number i to reply lar i tot i haven't finish ur lab wat
5355;ham;"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)";live simpl love also simpl laugh simpl win simpl simpl difficult;living is very simple loving is also simple laughing is too simple winning is too simple but being simple is very difficult
5356;ham;Tell me something. Thats okay.;tell someth okay;tell me something that okay
5357;ham;Ok;ok;ok
5358;ham;Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow;hmm shall bring bottl wine keep us amus joke still bring bottl red white see tomorrow;hmm shall i bring a bottle of wine to keep us amused just joking i all still bring a bottle red or white see you tomorrow
5359;ham;"This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...";ur face test number number number number number number number number number lt select number tell ur face astrolog wait quick repli;this is ur face test number number number number number number number number number lt it select any number i will tell ur face astrology am waiting quick reply
5360;ham;Hey, iouri gave me your number, I'm wylie, ryan's friend;hey houri gave number wyli ryan friend;hey houri gave me your number i m wylie ryan s friend
5361;ham;Yep get with the program. You're slacking.;yep get program slack;yep get with the program you re slacking
5362;ham;I'm in inside office..still filling forms.don know when they leave me.;insid offic still fill httpaddr know leav;i m in inside office still filling httpaddr know when they leave me
5363;ham;I think your mentor is , but not 100 percent sure.;think mentor number percent sure;i think your mentor is but not number percent sure
5364;spam;Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate);call phonenumb send girl erot ecstasi number p min stop text call phonenumb nat rate;call phonenumber and send our girls into erotic ecstasy just number p min to stop texts call phonenumber nat rate
5365;spam;Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.;camera award six digit camera call phonenumb fromm landmin deliveri within number day;camera you are awarded a six digital camera call phonenumber fromm landmine delivery within number days
5366;spam;A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611;moneysymb number xma reward wait comput randomli pick loyal mobil custom receiv moneysymb number reward call number;a moneysymb number xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a moneysymb number reward just call number
5367;ham;Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates;tri figur suppos see coupl differ peopl week said get togeth set date;just trying to figure out when i m suppose to see a couple different people this week we said we d get together but i did t set dates
5368;spam;IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!;import messag final contact attempt import messag wait custom claim kept expir number number number call phonenumb;important message this is a final contact attempt you have important messages waiting out our customer claims kept expires number number number call phonenumber now
5369;ham;"Hi mom we might be back later than  &lt;#&gt; ";hi mom might back later lt;hi mom we might be back later than lt it
5370;spam;dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?;date two start sent text talk sport radio last week connect think coincid;dating i have had two of these only started after i sent a text to talk sport radio last week any connection do you think or coincidence
5371;ham;Lol, oh you got a friend for the dog ?;lot oh got friend dog;lot oh you got a friend for the dog
5372;ham;Ok., is any problem to u frm him? Wats matter?;ok problem matter;ok is any problem to you from him was matter
5373;ham;K I'll head out in a few mins, see you there;k head mind see;k i all head out in a few mind see you there
5374;ham;"Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..";know real friendship go expel see mug everi sell mug wrong bt still read without mistak goodnight amp nice sleep sweet dream;do you know what is real friendship i going you an expel just see this mug every selling of this mug is wrong bt still you can read it without an mistake goodnight amp have a nice sleep sweet dreams
5375;ham;I cant pick the phone right now. Pls send a message;cant pick phone right plu send messag;i cant pick the phone right now plus send a message
5376;ham;I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.;want leav bare stay sane fight constantli help;i don t want you to leave but i m barely doing what i can to stay sane fighting with you constantly in t helping
5377;spam;The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270;current lead bid number paus auction send custom care number;the current leading bid is number to pause this auction send out customer care number
5378;spam;Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022;free entri gr number prize wili come number chanc win latest nokia number pop moneysymb number cash everi httpaddr great number httpaddr number;free entry to the gr number prizes wily come number a chance to win the latest nokia number pop or moneysymb number cash every httpaddr great to number httpaddr number
5379;ham;Somebody set up a website where you can play hold em using eve online spacebucks;somebodi set websit play hold em use eve onlin spacebuck;somebody set up a website where you can play hold em using eve online spacebucks
5380;ham;Its sunny in california. The weather's just cool;sunni california weather cool;its sunny in california the weather s just cool
5381;spam;You have 1 new message. Call 0207-083-6089;number new messag call number number number;you have number new message call number number number
5382;ham;"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad";make squeez lt buck dad;i can make it up there squeezed lt it bucks out of my dad
5383;ham;Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.;good day httpaddr httpaddr teeth pain maintain stuff;good day to you httpaddr for httpaddr the teeth as its painful maintaining other stuff
5384;ham;How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X;babe hope ok shit night sleep fell asleep number knacker dread work tonight thou unto tonight x;how are you babes hope your doing ok i had a shit nights sleep i fell asleep at number i m knackered and i m dreading work tonight what are thou unto tonight x
5385;ham;How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem;friend help us problem give stupid suggest land us anoth problem help us forget previou problem;how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forget the previous problem
5386;ham;I'm at work. Please call;work pleas call;i m at work please call
5387;ham;"I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...";gentl babi soon take lt inch deep insid tight pussi;i will be gentle baby soon you will be taking all lt it inches deep inside your tight pussy
5388;ham;NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!;much fight good nite;not much no fights it was a good nite
5389;ham;Ok.ok ok..then..whats ur todays plan;httpaddr ok what ur today plan;httpaddr ok then whats ur today plan
5390;ham;Nt joking seriously i told;joke serious told;it joking seriously i told
5391;ham;Watching ajith film ah?;watch film ah;watching with film ah
5392;ham;Ooooooh I forgot to tell u I can get on yoville on my phone;ooooooh forgot tell get nevil phone;ooooooh i forgot to tell you i can get on neville on my phone
5393;ham;All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!;done hand know mega shop asa count celebr;all done all handed in don t know if mega shop in asa counts as celebration but that what i m doing
5394;ham;I dont know exactly could you ask chechi.;know exactli could ask chichi;i don't know exactly could you ask chichi
5395;ham;Dunno lei shd b driving lor cos i go sch 1 hr oni.;dunno lei b drive co go number;dunno lei she b driving for cos i go such number he on
5396;ham;As in i want custom officer discount oh.;want custom offic discount oh;as in i want custom officer discount oh
5397;ham;That's necessarily respectful;necessarili respect;that s necessarily respectful
5398;ham;Hi. Hope you had a good day. Have a better night.;hi hope good day better night;hi hope you had a good day have a better night
5399;ham;And he's apparently bffs with carly quick now;appar off carli quick;and he s apparently offs with carly quick now
5400;ham;"HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...";hard true much show amp express love someon much hurt leav get separ mud even;hard but true how much you show amp express your love to someone that much it will hurt when they leave you or you get separated i mud evening
5401;ham;Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx;babe think got ur brolli left english bring number mow number lug frank;babes i think i got ur brolly i left it in english will bring it in number mow number you lug frank
5402;ham;Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx;hi babe thank come even though go well want bed hope see soon love kiss six;hi babe its me thanks for coming even though it didn't go that well i just wanted my bed hope to see you soon love and kisses six
5403;ham;So gd got free ice cream... I oso wan...;gd got free ice cream wan;so gd got free ice cream i so wan
5404;ham;"Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.";plu give prometazin syrup number me lt mind later feed;plus give her prometazine syrup number mes then lt it mind later feed
5405;ham;So how many days since then?;mani day sinc;so how many days since then
5406;ham;Dear are you angry i was busy dear;dear angri busi dear;dear are you angry i was busy dear
5407;ham;Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...;yup mug tat piqu tot group mate co meet today man ask leav earlier wat man co mayb walk v far;yup he mug me is tat pique then i tot it s my group mate cos we meeting today man i m asking if i leaving earlier or wat man cos maybe i had to walk v far
5408;ham;... Are you in the pub?;pub;are you in the pub
5409;ham;There is a first time for everything :);first time everyth;there is a first time for everything
5410;ham;Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?;daddi look number u wan number tell u singapor wat;daddy she she is looking number u you wan me number tell him u re not in singapore or wat
5411;ham;I ask if u meeting da ge tmr nite...;ask meet ge tar nite;i ask if you meeting a ge tar nite
5412;ham;Gr8. So how do you handle the victoria island traffic. Plus when's the album due;gr number handl victoria island traffic plu album due;gr number so how do you handle the victoria island traffic plus when s the album due
5413;ham;Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx;nite nite pocki way lug n e thing number eva promis ring number morrowxxxx;nite nite pocky way lug you more than n e thing number eva i promise ring you number morrowxxxx
5414;ham;East coast;east coast;east coast
5415;ham;You should get more chicken broth if you want ramen unless there's some I don't know about;get chicken broth want ramen unless know;you should get more chicken broth if you want ramen unless there s some i don t know about
5416;ham;My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!;slave want take number number pictur today bright light cell phone bright light;my slave i want you to take number or number pictures of yourself today in bright light on your cell phone bright light
5417;ham;Nope. I just forgot. Will show next week;nope forgot show next week;nope i just forgot will show next week
5418;ham;So how are you really. What are you up to. How's the masters. And so on.;realli master;so how are you really what are you up to how s the masters and so on
5419;ham;"I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)";bruce amp fowler mom car park long stori;i m at bruce amp fowler now but i m in my mom s car so i can t park long story
5420;ham;I dont know oh. Hopefully this month.;know oh hope month;i don't know oh hopefully this month
5421;ham;Hi elaine, is today's meeting confirmed?;hi elain today meet confirm;hi elaine is today s meeting confirmed
5422;ham;Ok k..sry i knw 2 siva..tats y i askd..;ok k say know number siva tat ask;ok k say i know number siva tats y i ask
5423;ham;Sorry, I'll call later;sorri call later;sorry i all call later
5424;ham;U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...;u horribl gal knew go yest n still come n ask;u horrible gal you knew at i was going out if him yest n you still come n ask me
5425;ham;Otherwise had part time job na-tuition..;otherwis part time job na tuition;otherwise had part time job na tuition
5426;ham;Oh yeah! And my diet just flew out the window;oh yeah diet flew window;oh yeah and my diet just flew out the window
5427;spam;Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.;santa call would littl one like call santa xma eve call phonenumb book time;santa calling would your little ones like a call from santa xmas eve call phonenumber to book your time
5428;ham;You didnt complete your gist oh.;complet gist oh;you didn't complete your gist oh
5429;ham;Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can;er yeah b number number sorri tell pub came sit come wen;er yeah i will b there at number number sorry just tell me which pub came to sit in and come wen you can
5430;ham;If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around;make time tonight whenev cool text whenev around;if you can make it any time tonight or whenever you can it s cool just text me whenever you re around
5431;ham;If I was I wasn't paying attention;pay attent;if i was i was t paying attention
5432;ham;Thanx a lot 4 ur help!;lot number ur help;than a lot number ur help
5433;ham;You're gonna have to be way more specific than that;gonna way specif;you re gonna have to be way more specific than that
5434;ham;Jesus armand really is trying to tell everybody he can find;jesu armand realli tri tell everybodi find;jesus armand really is trying to tell everybody he can find
5435;ham;I'm wif him now buying tix lar...;buy six lar;i m if him now buying six lar
5436;ham;Mode men or have you left.;mode men left;mode men or have you left
5437;ham;Am slow in using biola's fne;slow use viola one;am slow in using viola s one
5438;ham;What are youdoing later? Sar xxx;outdo later say six;what are outdoing later say six
5439;ham;Hey i've booked the 2 lessons on sun liao...;hey book number lesson sun liao;hey i we booked the number lessons on sun liao
5440;ham;Thank you. do you generally date the brothas?;thank gener date broth';thank you do you generally date the broth's
5441;ham;By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x;way make sure get train work fored street shrub hill fun night x;by the way make sure you get train to work foredate street not shrub hill have fun night x
5442;ham;I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!;thought get watch co kind thing get number number th love much;i thought i d get him a watch just cos that the kind of thing you get number an number th and he loves so much
5443;spam;You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???;guarante number award mayb even moneysymb number cash claim ur award call free number number legitim efreefon number wat think;you have won a guaranteed number award or maybe even moneysymb number cash to claim ur award call free on number number its a legitimate efreefone number wat do you think
5444;ham;Good morning. At the repair shop--the ONLY reason i'm up at this hour.;good morn repair shop reason hour;good morning at the repair shop the only reason i m up at this hour
5445;ham;And that's fine, I got enough bud to last most of the night at least;fine got enough bud last night least;and that s fine i got enough bud to last most of the night at least
5446;ham;I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?;back good journey let know need receipt shall tell like pendent;i am back good journey let me know if you need any of the receipts shall i tell you like the pendent
5447;ham;So that takes away some money worries;take away money worri;so that takes away some money worries
5448;ham;aight we can pick some up, you open before tonight?;right pick open tonight;right we can pick some up you open before tonight
5449;spam;Latest News! Police station toilet stolen, cops have nothing to go on!;latest news polic station toilet stolen cop noth go;latest news police station toilet stolen cops have nothing to go on
5450;ham;Sac needs to carry on:);sac need carri;sac needs to carry on
5451;ham;Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.;sing think also import find someon femal know place well prefer citizen also smart help navig even thing like choos phone plan requir guidanc doubt ask especi girl;just sing he i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through even things like choosing a phone plan require guidance when in doubt ask especially girls
5452;ham;What???? Hello wats talks email address?;hello talk email address;what hello was talks email address
5453;ham;Except theres a chick with huge boobs.;except chick huge boob;except there a chick with huge boobs
5454;ham;Im just wondering what your doing right now?;wonder right;i just wondering what your doing right now
5455;ham;Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.;wish beauti day moment reveal even thing keep smile enjoy;wishing you a beautiful day each moment revealing even more things to keep you smiling do enjoy it
5456;spam;"For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk";sparkl shop break number per person call number number visit httpaddr;for the most sparkling shopping breaks from number per person call number number or visit httpaddr
5457;ham;Arun can u transfr me d amt;run transfer;run can you transfer me d at
5458;ham;Sorry, I'll call later;sorri call later;sorry i all call later
5459;ham;"If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/";hear loud scream lt minut caus gyro shove thing belong;if you hear a loud scream in about lt it minutes its cause my gyro will be shoving things up me that don t belong
5460;spam;December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906;decemb mobil number myth entitl updat latest color camera mobil free call mobil updat co free number;december only had your mobile number myths you are entitled to update to the latest color camera mobile for free call the mobile update co free on number
5461;ham;Ok i thk i got it. Then u wan me 2 come now or wat?;ok got wan number come wat;ok i the i got it then you wan me number come now or wat
5462;spam;Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv;text call number claim reward number hour talk time use phone subscrib number gap month inc number number stop txtstop httpaddr;text call to no number claim your reward of number hours talk time to use from your phone now subscribe number gap month inc number his number stop txtstop httpaddr
5463;ham;U GOIN OUT 2NITE?;u go number nite;u going out number nite
5464;ham;I will treasure every moment we spend together...;treasur everi moment spend togeth;i will treasure every moment we spend together
5465;ham;Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway;shall bring us bottl wine keep us amus joke bring one anyway;shall i bring us a bottle of wine to keep us amused only joking i all bring one anyway
5466;spam;http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡;httpaddr httpaddr wal id number ad number number first true c c inton;httpaddr httpaddr wal id number ad number a number first true c c intone
5467;spam;Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk;get garden readi summer free select summer bulb seed worth moneysymb number number scotsman saturday stop go number httpaddr;get your garden ready for summer with a free selection of summer bulbs and seeds worth moneysymb number number only with the scotsman this saturday to stop go number httpaddr
5468;spam;URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm;urgent last weekend draw show moneysymb number cash spanish holiday call phonenumb claim c room sw number number ss number ppm;urgent last weekend s draw shows that you have won moneysymb number cash or a spanish holiday call now phonenumber to claim t c room sw number number ss number ppm
5469;ham;Ok lor.;ok;ok for
5470;ham;I thought slide is enough.;thought slide enough;i thought slide is enough
5471;ham;Yup;yup;yup
5472;ham;"Well obviously not because all the people in my cool college life went home ;_;";well obvious peopl cool colleg life went home _;well obviously not because all the people in my cool college life went home _
5473;ham;Ok lor ü reaching then message me.;ok reach messag;ok for i reaching then message me
5474;ham;Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?;mummi boy good bad posit neg mummi made wait hammi;where s mummy s boy is he being good or bad is he being positive or negative why is mummy being made to wait hammy
5475;ham;Dhoni have luck to win some big title.so we will win:);dhoti luck win big httpaddr win;dhoti have luck to win some big httpaddr we will win
5476;ham;Yes princess! I want to please you every night. Your wish is my command...;ye princess want pleas everi night wish command;yes princess i want to please you every night your wish is my command
5477;ham;What Today-sunday..sunday is holiday..so no work..;today sunday sunday holiday work;what today sunday sunday is holiday so no work
5478;ham;"No probably  &lt;#&gt; %.";probabl lt;no probably lt it
5479;ham;Really do hope the work doesnt get stressful. Have a gr8 day.;realli hope work get stress gr number day;really do hope the work doesn't get stressful have a gr number day
5480;ham;Have you seen who's back at Holby?!;seen back holi;have you seen who s back at holy
5481;ham;Shall call now dear having food;shall call dear food;shall call now dear having food
5482;spam;URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm;urgent tri contact last weekend draw show moneysymb number prize guarante call phonenumb claim code k number valid number number p pm;urgent we are trying to contact you last weekends draw shows you have won a moneysymb number prize guaranteed call phonenumber claim code k number valid number his number p pm
5483;ham;So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ;li bore lectur repeat last week stuff wast time;so li had me bored now a lecturer repeating last weeks stuff waste time
5484;ham;, ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy;pick variou point go number evil motor project number number hour take home number number number max easi;and picking them up from various points going number evil and they will do the motor project number number hours and then you take them home number number number max very easy
5485;ham;"Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(";also fuck famili go rhode island wherev fuck leav alon week new bong;also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong it
5486;ham;Ofcourse I also upload some songs;cours also upload song;course i also upload some songs
5487;spam;2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out;number p per min call germani phonenumb bt line number p per min check httpaddr info c text stop opt;number p per min to call germany phonenumber from your bt line just number p per min check httpaddr for info t s c s text stop to opt out
5488;ham;K. I will sent it again;k sent;k i will sent it again
5489;ham;Oh thanks a lot..i already bought 2 eggs ..;oh thank lot alreadi bought number egg;oh thanks a lot i already bought number eggs
5490;ham;K. I will sent it again;k sent;k i will sent it again
5491;ham;U studying in sch or going home? Anyway i'll b going 2 sch later.;u studi go home anyway b go number later;u studying in such or going home anyway i all b going number such later
5492;spam;Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper;marvel mobil play offici ultim spider man game moneysymb number ur mobil right text spider number game send free number ball wallpap;marvel mobile play the official ultimate spider man game moneysymb number on ur mobile right now text spider to number for the game we all send you a free number ball wallpaper
5493;ham;I think if he rule tamilnadu..then its very tough for our people.;think rule tamilnadu tough peopl;i think if he rule tamilnadu then its very tough for our people
5494;ham;Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.;cool shall go see go tip anyway home got someth drop later let go town tonight mayb mum take us;cool we shall go and see have to go to tip anyway are you at home got something to drop in later so lets go to town tonight maybe mum can take us in
5495;ham;Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...;good afternoon love goe day sleep hope well bottom think;good afternoon my love how goes your day how did you sleep i hope your well my bottom i think of you
5496;ham;Yes... I trust u to buy new stuff ASAP so I can try it out;ye trust buy new stuff asap tri;yes i trust you to buy new stuff asap so i can try it out
5497;spam;SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE;sum servic inclus text credit plu got httpaddr login number ex number unsubscrib stop extra charg help httpaddr number cm number number;sums services for your inclusive text credits plus got httpaddr login number ex number unsubscribe with stop no extra charge help httpaddr number cm number number a
5498;ham;"Why did I wake up on my own &gt;:(";wake;why did i wake up on my own it
5499;ham;Now get step 2 outta the way. Congrats again.;get step number outta way congrat;now get step number outta the way congrats again
5500;ham;"Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night";love one law make happi person love way friendship one law never make ur friend feel alon aliv guy night;love has one law make happy the person you love in the same way friendship has one law never make ur friend feel alone until you are alive guy night
5501;spam;PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04;privat number account statement phonenumb show number redeem point call phonenumb identifi code number expir number number number;private your number account statement for phonenumber shows number in redeemed s i m points call phonenumber identifier code number expires number number number
5502;ham;Apo all other are mokka players only;apo mekka player;apo all other are mekka players only
5503;ham;Perhaps * is much easy give your account identification, so i will tomorrow at UNI;perhap much easi give account identif tomorrow uni;perhaps is much easy give your account identification so i will tomorrow at uni
5504;ham;"Wait . I will msg after  &lt;#&gt;  min.";wait mug lt min;wait i will mug after lt it min
5505;ham;What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.;told tell stupid hear wont tell anyth dad call brother spoken;what i told before i tell stupid hear after i wont tell anything to you you dad called to my brother and spoken not with me
5506;ham;God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8;god love limit god grace measur god power boundari may god endless bless alway ur life guy ni number;god s love has no limit god s grace has no measure god s power has no boundaries may you have god s endless blessings always in ur life guy ni number
5507;ham;I want to be inside you every night...;want insid everi night;i want to be inside you every night
5508;ham;Machan you go to gym tomorrow,  i wil come late goodnight.;machin go gym tomorrow come late goodnight;machine you go to gym tomorrow i will come late goodnight
5509;ham;Lol they were mad at first but then they woke up and gave in.;lot mad first woke gave;lot they were mad at first but then they woke up and gave in
5510;ham;I went to project centre;went project center;i went to project center
5511;ham;It‘s reassuring, in this crazy world.;reassur crazi world;it s reassuring in this crazy world
5512;ham;Just making dinner, you ?;make dinner;just making dinner you
5513;ham;"Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave";ye pleas leav lt lt leav;yes please leave at lt it so that at lt it we can leave
5514;ham;Oh... Okie lor...We go on sat... ;oh oki go sat;oh okie for we go on sat
5515;ham;You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.;great role model give much realli wish day miracl god reason everyth must say wish knew look sinc young still great day;you are a great role model you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i don't i we looked up to you since i was young and i still do have a great day
5516;ham;Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...;ya refer ex wat ah wait number treat somebodi sold b rich liao gd den dun work tar onward;ya i m referring to me s ex wat no ah waiting number you to treat somebody sold b rich liao so gd den you dun have to work from tar onwards
5517;ham;Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt;mile smile r made letter know differ smile ur face keep happi even though mile away u keep smile good;miles and smiles r made from same letters but do you know d difference smile on ur face keeps me happy even though i am miles away from u keep smiling good not
5518;ham;By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.;way put skip right outsid front hous see hous pull;by the way i we put a skip right outside the front of the house so you can see which house it is just pull up before it
5519;ham;Can you pls send me that company name. In saibaba colany;plu send compani name saibaba coloni;can you plus send me that company name in saibaba colony
5520;ham;No. I dont want to hear anything;want hear anyth;no i don't want to hear anything
5521;ham;You are a big chic. Common. Declare;big chic common declar;you are a big chic common declare
5522;ham;Thats cool. I want to please you...;cool want pleas;that cool i want to please you
5523;ham;Going to join tomorrow.;go join tomorrow;going to join tomorrow
5524;spam;You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99;award six digit camera call phonenumb landmin deliveri within number day cs box number number number warranti number ppm number p p moneysymb number;you are awarded a six digital camera call phonenumber from landmine delivery within number days t cs box number m number be number or warranty number ppm number p p moneysymb number
5525;ham;I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs;want tell bad feel basic time text late need drug;i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
5526;spam;PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04;privat number account statement show number redeem point call phonenumb identifi code number expir number number number;private your number account statement for shows number in redeemed s i m points call phonenumber identifier code number expires number number number
5527;ham;Total disappointment, when I texted you was the craziest shit got :(;total disappoint test craziest shit got;total disappointment when i tested you was the craziest shit got
5528;ham;Its just the effect of irritation. Just ignore it;effect irrit ignor;its just the effect of irritation just ignore it
5529;ham;What about this one then.;one;what about this one then
5530;ham;I think that tantrum's finished so yeah I'll be by at some point;think tantrum finish yeah point;i think that tantrum s finished so yeah i all be by at some point
5531;ham;Compliments to you. Was away from the system. How your side.;compliment away system side;compliments to you was away from the system how your side
5532;ham;happened here while you were adventuring;happen adventur;happened here while you were adventuring
